movieId,title,release_date,overview,popularity,vote_average,vote_count,tmdb_id
2269,Indecent Proposal (1993),4/7/1993,John Gage offers a down-on-his-luck yuppie husband $1 million for the opportunity to spend the night with the man's wife.,5.3542,6.396,1502,4478
2271,Permanent Midnight (1998),9/16/1998,"Juggling increasing career success and a growing heroin habit, a television comedy writer attempts to go down a path of improvement.",2.365,5.9,117,22318
2272,One True Thing (1998),9/18/1998,A career woman reassesses her parents' lives after she is forced to care for her cancer-stricken mother.,3.4122,6.5,131,53113
2273,Rush Hour (1998),9/18/1998,"When Hong Kong Inspector Lee is summoned to Los Angeles to investigate a kidnapping, the FBI doesn't want any outside help and assigns cocky LAPD Detective James Carter to distract Lee from the case. Not content to watch the action from the sidelines, Lee and Carter form an unlikely partnership and investigate the case themselves.",15.8087,7.054,5288,2109
2275,Six-String Samurai (1998),9/18/1998,"In a post-apocalyptic world where the Russians have taken over a nuked USA and Elvis is king of Lost Vegas, Buddy is a '50s rocker and wandering warrior rolled into one, too-cool package. Armed with his six-string in one hand and his sword in the other, Buddy is on his way to Vegas to succeed Elvis as King. Along the way, he saves an orphan who decides to tag along.",1.6332,6.252,139,24746
2278,Ronin (1998),9/25/1998,"A briefcase with undisclosed contents – sought by Irish terrorists and the Russian mob – makes its way into criminals' hands. An Irish liaison assembles a squad of mercenaries, or 'ronin', and gives them the thorny task of recovering the case.",5.5864,6.962,2487,8195
2279,Urban Legend (1998),9/25/1998,A college campus is plagued by a vicious serial killer murdering students in ways that correspond to various urban legends.,3.0698,5.7,1368,9877
2280,Clay Pigeons (1998),9/25/1998,"Clay is a young man in a small town who witnesses his friend, Earl, kill himself because of the ongoing affair that Clay was having with the man's wife, Amanda. Feeling guilty, Clay now resists the widow when she presses him to continue with the affair. Clay unknowingly befriends a serial killer named Lester Long who murders the widow in an attempt to ""help"" his ""fishing buddy.""",3.769,6.214,131,26618
2281,Monument Ave. (1998),9/25/1998,"Bobby O'Grady is a low level member of a Boston Irish gang run by Jackie O'Hara. Jackie demands absolute, total loyalty to him. When Jackie kills one of Bobby's buddies, Teddy, Bobby and others have to keep it an absolute secret, even from their and Teddy's relatives.",0.8862,5.572,29,21132
2282,Pecker (1998),9/25/1998,"A Baltimore teenager who picks up a second-hand camera starts snapping his way to stardom, soon turning into a nationwide sensation, with a fateful choice between his life and his art.",1.0257,6.094,197,11855
2283,"Sheltering Sky, The (1990)",10/25/1990,An American couple drift toward emptiness in postwar North Africa.,1.8906,6.5,281,24016
2286,"Fiendish Plot of Dr. Fu Manchu, The (1980)",8/8/1980,"Fu Manchu's 168th birthday celebration is dampened when a hapless flunky spills Fu's age-regressing elixir vitae. Fu sends his lackeys to round up ingredients for a new batch of elixir, starting with the Star of Leningrad diamond, nabbed from a Soviet exhibition in Washington. The FBI sends agents Capone and Williams to England to confer with Nayland Smith, an expert on Fu.",1.3895,4.7,35,3486
2287,Them! (1954),3/25/2015,"Charlotte is cheating on Micha with Mélodie. Not suspecting a thing, yet feeling neglected, Micha in turn cheats on Charlotte.  But also with Mélodie. For Mélodie, things are topsy-turvy. She lies to both of them. She is privy to each of their lies. And is in love with both of them at the same time.",1.0349,5.917,139,299715
2288,"Thing, The (1982)",12/28/2024,Kate takes new job that requires working late at her office and befriends her fellow late workers and the night cleaning crew. But one of her coworkers soon develops a dangerous obsession with her.,1.1973,1,1,1401259
2289,"Player, The (1992)",6/30/2023,"A basketball player, turns to drug peddling and gambling to earn more. When he realizes his path endangers not just his life but the people he loves, it's already too late.",1.9018,4.3,3,1117061
2290,Stardust Memories (1980),9/26/1980,"While attending a retrospect of his work, a filmmaker recalls his life and his loves: the inspirations for his films.",2.0965,6.9,444,11337
2291,Edward Scissorhands (1990),12/7/1990,A small suburban town receives a visit from a castaway unfinished science experiment named Edward.,11.3752,7.719,13298,162
2292,Overnight Delivery (1998),4/7/1998,"A man suspects his girlfriend of being unfaithful, so he sends her a letter, but then finds out that he was wrong. He has 24 hours to stop the package, prevent a disaster, and fall in love. The only problem is the delivery man will not stop until the package has been delivered.",0.5396,5.59,100,25723
2294,Antz (1998),10/2/1998,"A neurotic worker ant in love with a rebellious princess rises to unlikely stardom when he switches places with a soldier. Signing up to march in a parade, he ends up under the command of a bloodthirsty general. But he's actually been enlisted to fight against a termite army.",9.9359,6.168,4571,8916
2295,"Impostors, The (1998)",10/2/1998,"Wrongly accused of physically abusing a fellow actor, starving thespians Arthur and Maurice find themselves pursued by the law aboard a cruise ship.",0.6294,5.864,66,28134
2296,"Night at the Roxbury, A (1998)",10/1/1998,"Despite being well into adulthood, brothers Doug and Steve Butabi still live at home and work in the flower shop owned by their dad. They exist only to hit on women at discos, though they're routinely unsuccessful until a chance run-in with Richard Grieco gets them inside the swank Roxbury club. Mistaken for high rollers, they meet their dream women, Vivica and Cambi, and resolve to open a club of their own.",6.5835,6.54,940,9429
2297,What Dreams May Come (1998),10/2/1998,"Chris Nielsen dies to find himself in a heaven more amazing than he could have ever dreamed of. There is one thing missing: his wife. After he dies, his wife Annie killed herself and went to hell. Chris decides to risk eternity in Hades for the small chance that he will be able to bring her back to heaven.",6.6711,7.205,2381,12159
2298,Strangeland (1998),10/2/1998,"A pierced and tattooed sadist, Captain Howdy, trolls the Internet for naive teens, luring them to his home to torture and defile them. When Howdy kidnaps and tortures the daughter of police Detective Mike Gage, he is caught. Deemed insane, he is sent to an asylum but is released soon after, seemingly better. However, Gage knows it is only a matter of time before Howdy strikes again, and he's ready to unleash his own form of retribution when the time comes.",0.9568,5,133,27791
2300,"Producers, The (1968)",9/17/2004,"Longtime couple Venla and Antero come to a serious impasse. After years with Antero, Venla wants to start a family, but her boyfriend, worried that parenthood will stifle his speed-skating career, secretly gets a vasectomy. Determined to have a child, Venla seeks help from a female fertility doctor, a decision that breeds new possibilities for the prospective mother when she falls in love with the doctor.",0.759,5.239,24,39496
2301,History of the World: Part I (1981),6/12/1981,"An uproarious version of history that proves nothing is sacred – not even the Roman Empire, the French Revolution and the Spanish Inquisition.",1.9688,6.8,846,10156
2302,My Cousin Vinny (1992),3/13/1992,"Two carefree pals from Brooklyn traveling through rural Alabama on their way back to college are mistakenly arrested, and charged with murder. Fortunately, one of them has a cousin who's a lawyer - Vincent Gambini, a former auto mechanic from Brooklyn who just passed his bar exam after his sixth try. When he arrives with his leather-clad girlfriend, to try his first case, it's a real shock - for him and the Deep South!",3.1698,7.499,1690,10377
2303,Nashville (1975),6/11/1975,"The intersecting stories of twenty-four characters—from country star to wannabe to reporter to waitress—connect to the music business in Nashville, Tennessee.",1.6506,7.27,431,3121
2304,Love Is the Devil (1998),9/16/1998,"In the 1960s, British painter Francis Bacon surprises a burglar and invites him to share his bed. The burglar, a working class man named George Dyer, accepts. After the unique beginning to their love affair, the well-connected and volatile artist assimilates Dyer into his circle of eccentric friends, as Dyer's struggle with addiction strains their bond.",3.2627,6,66,4975
